value,segments,language,borrowing_score
sini,"['s', 'i', 'n', 'i']",Indonesian,0.0
situ (1),"['s', 'i', 't', 'u']",Indonesian,0.0
sana,"['s', 'a', 'n', 'a']",Indonesian,0.0
lain,"['l', 'a', 'i', 'n']",Indonesian,0.0
vagina,"['v', 'a', 'g', 'i', 'n', 'a']",Indonesian,1.0
puki,"['p', 'u', 'k', 'i']",Indonesian,0.0
téh,"['t', 'é/e', 'h']",Indonesian,1.0
kopi,"['k', 'o', 'p', 'i']",Indonesian,1.0
berikut,"['b', 'e', 'r', 'i', 'k', 'u', 't']",Indonesian,0.0
depan,"['d', 'e', 'p', 'a', 'n']",Indonesian,0.0
mendatang,"['m', 'e', 'n', 'd', 'a', 't', 'a', 'ŋ']",Indonesian,0.0
kelinci,"['k', 'e', 'l', 'i', 'ɲ', 'i']",Indonesian,1.0
arnab,"['a', 'r', 'n', 'a', 'b']",Indonesian,1.0
terwélu,"['t', 'e', 'r', 'w', 'é/e', 'l', 'u']",Indonesian,1.0
(burung) puyuh,"['b', 'u', 'r', 'u', 'ŋ', '+', 'p', 'u', 'j', 'u', 'h']",Indonesian,0.0
tupai,"['t', 'u', 'p', 'aɪ']",Indonesian,0.0
berang-berang,"['b', 'e', 'r', 'a', 'ŋ', '+', 'b', 'e', 'r', 'a', 'ŋ']",Indonesian,0.0
érétan,"['é/e', 'r', 'é/e', 't', 'a', 'n']",Indonesian,0.0
laso,"['l', 'a', 's', 'o']",Indonesian,1.0
daun jarum,"['d', 'a', 'u', 'n', '+', 'dʒ', 'a', 'r', 'u', 'm']",Indonesian,0.0
urat,"['u', 'r', 'a', 't']",Indonesian,0.0
menyamak,"['m', 'e', 'ɲ', 'a', 'm', 'a', 'ʔ']",Indonesian,0.0
sunat,"['s', 'u', 'n', 'a', 't']",Indonesian,1.0
khitan,"['kʰ', 'i', 't', 'a', 'n']",Indonesian,1.0
kutu,"['k', 'u', 't', 'u']",Indonesian,0.0
tapir,"['t', 'a', 'p', 'i', 'r']",Indonesian,1.0
batu asah,"['b', 'a', 't', 'u', '+', 'a', 's', 'a', 'h']",Indonesian,0.0
kamp,"['k', 'a', 'm', 'p']",Indonesian,1.0
perkémahan,"['p', 'e', 'r', 'k', 'é/e', 'm', 'a', 'h', 'a', 'n']",Indonesian,0.0
tugal,"['t', 'u', 'g', 'a', 'l']",Indonesian,0.0
kormoran,"['k', 'o', 'r', 'm', 'o', 'r', 'a', 'n']",Indonesian,1.0
udang,"['u', 'd', 'a', 'ŋ']",Indonesian,0.0
rayap,"['r', 'a', 'j', 'a', 'p']",Indonesian,1.0
kutu,"['k', 'u', 't', 'u']",Indonesian,0.0
bumerang,"['b', 'u', 'm', 'e', 'r', 'a', 'ŋ']",Indonesian,1.0
kangguru,"['k', 'a', 'ŋ', 'g', 'u', 'r', 'u']",Indonesian,1.0
tenggiling,"['t', 'e', 'ŋ', 'g', 'i', 'l', 'i', 'ŋ']",Indonesian,0.0
(burung) tukan,"['b', 'u', 'r', 'u', 'ŋ', '+', 't', 'u', 'k', 'a', 'n']",Indonesian,1.0
jaguar,"['dʒ', 'a', 'g', 'u', 'a', 'r']",Indonesian,1.0
jawawut,"['dʒ', 'a', 'w', 'a', 'w', 'u', 't']",Indonesian,1.0
bunglon,"['b', 'u', 'ŋ', 'l', 'o', 'n']",Indonesian,1.0
menimba,"['m', 'e', 'n', 'i', 'm', 'b', 'a']",Indonesian,0.0
pasak,"['p', 'a', 's', 'a', 'ʔ']",Indonesian,0.0
pulang,"['p', 'u', 'l', 'a', 'ŋ']",Indonesian,0.0
kerbau,"['k', 'e', 'r', 'b', 'aʊ']",Indonesian,0.0
sabana,"['s', 'a', 'b', 'a', 'n', 'a']",Indonesian,1.0
uap,"['u', 'a', 'p']",Indonesian,0.25
kakak,"['k', 'a', 'k', 'a', 'ʔ']",Indonesian,0.0
adik,"['a', 'd', 'i', 'ʔ']",Indonesian,0.0
kakék-nénék,"['k', 'a', 'k', 'é/e', 'k', '+', 'n', 'é/e', 'n', 'é/e', 'ʔ']",Indonesian,0.75
cucu,"['tʃ', 'u', 'tʃ', 'u']",Indonesian,0.0
keponakan,"['k', 'e', 'p', 'o', 'n', 'a', 'k', 'a', 'n']",Indonesian,1.0
kemenakan,"['k', 'e', 'm', 'e', 'n', 'a', 'k', 'a', 'n']",Indonesian,0.5
mertua,"['m', 'e', 'r', 't', 'u', 'a']",Indonesian,1.0
menantu,"['m', 'e', 'n', 'a', 'n', 't', 'u']",Indonesian,0.0
ipar,"['i', 'p', 'a', 'r']",Indonesian,0.0
"hidup, kehidupan","['h', 'i', 'd', 'u', 'p']",Indonesian,0.0
bangkai,"['b', 'a', 'ŋ', 'k', 'aɪ']",Indonesian,0.0
penyakit,"['p', 'e', 'ɲ', 'a', 'k', 'i', 't']",Indonesian,0.0
gembok,"['g', 'e', 'm', 'b', 'o', 'ʔ']",Indonesian,1.0
sawah,"['s', 'a', 'w', 'a', 'h']",Indonesian,0.0
merusak,"['m', 'e', 'r', 'u', 's', 'a', 'ʔ']",Indonesian,0.75
(di) atas,"['d', 'i', '+', 'a', 't', 'a', 's']",Indonesian,0.0
"potong, potongan","['p', 'o', 't', 'o', 'ŋ']",Indonesian,0.0
sendiri,"['s', 'e', 'n', 'd', 'i', 'r', 'i']",Indonesian,0.0
awal,"['a', 'w', 'a', 'l']",Indonesian,1.0
mula,"['m', 'u', 'l', 'a']",Indonesian,1.0
hari,"['h', 'a', 'r', 'i']",Indonesian,0.0
geréja,"['g', 'e', 'r', 'é/e', 'dʒ', 'a']",Indonesian,1.0
"masjid, mesjid","['m', 'a', 's', 'dʒ', 'i', 'd']",Indonesian,1.0
nihil,"['n', 'i', 'h', 'i', 'l']",Indonesian,1.0
tidak apa-apa,"['t', 'i', 'd', 'a', 'k', '+', 'a', 'p', 'a', '+', 'a', 'p', 'a']",Indonesian,0.0
mati,"['m', 'a', 't', 'i']",Indonesian,0.0
meninggal,"['m', 'e', 'n', 'i', 'ŋ', 'g', 'a', 'l']",Indonesian,0.0
menggaruk,"['m', 'e', 'ŋ', 'g', 'a', 'r', 'u', 'ʔ']",Indonesian,0.0
membuat,"['m', 'e', 'm', 'b', 'u', 'a', 't']",Indonesian,0.0
membikin,"['m', 'e', 'm', 'b', 'i', 'k', 'i', 'n']",Indonesian,0.0
perut,"['p', 'e', 'r', 'u', 't']",Indonesian,0.0
mengelap,"['m', 'e', 'ŋ', 'e', 'l', 'a', 'p']",Indonesian,1.0
menyéka,"['m', 'e', 'ɲ', 'é/e', 'k', 'a']",Indonesian,1.0
membeku,"['m', 'e', 'm', 'b', 'e', 'k', 'u']",Indonesian,0.0
dengan,"['d', 'e', 'ŋ', 'a', 'n']",Indonesian,0.0
bersama,"['b', 'e', 'r', 's', 'a', 'm', 'a']",Indonesian,0.0
serta,"['s', 'e', 'r', 't', 'a']",Indonesian,1.0
di,"['d', 'i']",Indonesian,0.0
dalam,"['d', 'a', 'l', 'a', 'm']",Indonesian,0.0
bapak mertua,"['b', 'a', 'p', 'a', 'k', '+', 'm', 'e', 'r', 't', 'u', 'a']",Indonesian,1.0
ibu mertua,"['i', 'b', 'u', '+', 'm', 'e', 'r', 't', 'u', 'a']",Indonesian,1.0
anak tiri,"['a', 'n', 'a', 'k', '+', 't', 'i', 'r', 'i']",Indonesian,0.0
